School Name,School Type,Address,City,Zipcode,County,Polio,DTaP,MMR,HepB,Varicella,HepA,All,Ex_Rel,Ex_Med,Ex_Tot
Highcrest School,Public,95 Highcrest rd,Wethersfield,06109,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Samuel Webb Elementary School,Public,51 Willow St.,Wethersfield,06109,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Natchaug Elementary School,Public,123 Jackson Street,Willimantic,06226,Windham,97.4,92.3,97.4,100.0,94.9,94.9,89.7,0.0,0.0,0.0
W.B. Sweeney Elementary School,Public,60 Oak Hill Rd,Willimantic,06226,Windham,,,,,,,,,,
Center Elementary School,Public,12 Old Farms Road,Willington,06279,Tolland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MillerDriscoll,Public,217 Wolfpit Road,Wilton,06897,Fairfield,98.4,98.0,97.6,98.0,98.0,98.0,97.2,0.0,1.2,1.2
Seven Acres Montessori,Non-public,34 Whipple Rd,Wilton,06897,Fairfield,,,,,,,,,,
Windham Center School,Public,45 North Road,Windham,06280,Windham,,,,,,,,,,
Madina Academy,Non-public,519 Palisado Ave,Windsor,06095,Hartford,,,,,,,,,,
Poquonock Elementary,Public,1760 Poquonock Avenue,Windsor,06095,Hartford,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
"Praise, Power & Prayer Christian School",Non-public,209 Kennedy Road,Windsor,06095,Hartford,,,,,,,,,,
St. Gabriel School,Non-public,77 Bloomfield Ave.,Windsor,06095,Hartford,,,,,,,,,,
Windsor Montessori School & Discovery Center,Non-public,114 Palisado Ave,Windsor,06085,Hartford,,,,,,,,,,
Oliver Ellsworth Elementary,Public,730 Kennedy Road,Windsor,06074,Hartford,100.0,100.0,100.0,100.0,100.0,99.2,99.2,0.0,0.0,0.0
Alcott Elementary Schiool,Public,1490 Woodtick Rd.,Wolcott,06716,New Haven,98.3,98.3,98.3,98.3,98.3,98.3,98.3,0.0,1.7,1.7
Frisbee Elementary School,Public,24 Todd Rd,Wolcott,06716,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Wakelee Elementary School,Public,12 Hemple Drive,Wolcott,06716,New Haven,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Beecher Road School,Public,40 Beecher Road,Woodbridge,06525,New Haven,100.0,100.0,99.2,100.0,99.2,99.2,98.3,0.0,0.0,0.0
Mitchell Elementary School,Public,14 School Street,Woodbury,06798,Litchfield,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Woodstock Elementary School,Public,24 Frog Pond Road,Woodstock,06281,Windham,95.8,95.8,97.2,95.8,95.8,95.8,95.8,0.0,0.0,0.0
