OBJECTID,ID,District_Name,Year,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment
338,9211,Academy 20,2023/2024,School,HepB,IncompleteRecordCount,2.84,24876
339,9211,Academy 20,2023/2024,School,HepB,Medical Exemption,0.22,24876
340,9211,Academy 20,2023/2024,School,HepB,Non-Medical Exemption,0.08,24876
341,9211,Academy 20,2023/2024,School,MMR,Fully Immunized,91.4,24876
342,9211,Academy 20,2023/2024,School,MMR,IncompleteRecordCount,3.31,24876
343,9211,Academy 20,2023/2024,School,MMR,Medical Exemption,0.27,24876
344,9211,Academy 20,2023/2024,School,MMR,Non-Medical Exemption,0.08,24876
345,9211,Academy 20,2023/2024,School,Polio,Fully Immunized,91.52,24876
346,9211,Academy 20,2023/2024,School,Polio,IncompleteRecordCount,3.31,24876
347,9211,Academy 20,2023/2024,School,Polio,Medical Exemption,0.14,24876
348,9211,Academy 20,2023/2024,School,Polio,Non-Medical Exemption,0.08,24876
349,9211,Academy 20,2023/2024,School,Tdap,Fully Immunized,51.92,24863
350,9211,Academy 20,2023/2024,School,Tdap,IncompleteRecordCount,5.98,24863
351,9211,Academy 20,2023/2024,School,Tdap,Medical Exemption,0.1,24863
352,9211,Academy 20,2023/2024,School,Tdap,Non-Medical Exemption,0.02,24863
353,9211,Academy 20,2023/2024,School,Varicella,Fully Immunized,90.24,24876
354,9211,Academy 20,2023/2024,School,Varicella,IncompleteRecordCount,4.52,24876
355,9211,Academy 20,2023/2024,School,Varicella,Medical Exemption,0.22,24876
356,9211,Academy 20,2023/2024,School,Varicella,Non-Medical Exemption,0.08,24876
357,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,,Summary Compliant,96.36,2636
358,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,DTaP,Fully Immunized,92.83,2636
359,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,DTaP,In Process,0.61,2636
360,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,DTaP,IncompleteRecordCount,2.2,2636
361,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,DTaP,Medical Exemption,0.04,2636
362,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,DTaP,Non-Medical Exemption,4.25,2636
363,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,HepB,Fully Immunized,95.68,2636
364,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,HepB,In Process,0.27,2636
365,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,HepB,IncompleteRecordCount,0.91,2636
366,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,HepB,Non-Medical Exemption,3.07,2636
367,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,MMR,Fully Immunized,93.36,2636
368,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,MMR,In Process,0.04,2636
369,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,MMR,IncompleteRecordCount,2.31,2636
370,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,MMR,Medical Exemption,0.08,2636
371,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,MMR,Non-Medical Exemption,4.14,2636
372,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Polio,Fully Immunized,92.49,2636
373,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Polio,In Process,0.49,2636
374,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Polio,IncompleteRecordCount,2.47,2636
375,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Polio,Non-Medical Exemption,4.48,2636
376,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Varicella,Fully Immunized,92.56,2636
377,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Varicella,In Process,0.38,2636
378,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Varicella,IncompleteRecordCount,2.58,2636
379,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Varicella,Medical Exemption,0.08,2636
380,9212,Adams 12 Five Star Schools,2017/2018,Kindergarten,Varicella,Non-Medical Exemption,4.32,2636
381,9212,Adams 12 Five Star Schools,2017/2018,School,,Summary Compliant,98.01,38539
382,9212,Adams 12 Five Star Schools,2017/2018,School,DTaP,Fully Immunized,97.38,38539
383,9212,Adams 12 Five Star Schools,2017/2018,School,DTaP,In Process,0.13,38539
384,9212,Adams 12 Five Star Schools,2017/2018,School,DTaP,IncompleteRecordCount,0.47,38539
385,9212,Adams 12 Five Star Schools,2017/2018,School,DTaP,Medical Exemption,0.1,38539
386,9212,Adams 12 Five Star Schools,2017/2018,School,DTaP,Non-Medical Exemption,1.86,38539
387,9212,Adams 12 Five Star Schools,2017/2018,School,HepB,Fully Immunized,97.48,38539
388,9212,Adams 12 Five Star Schools,2017/2018,School,HepB,In Process,0.08,38539
389,9212,Adams 12 Five Star Schools,2017/2018,School,HepB,IncompleteRecordCount,0.42,38539
390,9212,Adams 12 Five Star Schools,2017/2018,School,HepB,Medical Exemption,0.09,38539
391,9212,Adams 12 Five Star Schools,2017/2018,School,HepB,Non-Medical Exemption,1.87,38539
392,9212,Adams 12 Five Star Schools,2017/2018,School,MMR,Fully Immunized,97.34,38539
393,9212,Adams 12 Five Star Schools,2017/2018,School,MMR,In Process,0.02,38539
394,9212,Adams 12 Five Star Schools,2017/2018,School,MMR,IncompleteRecordCount,0.45,38539
395,9212,Adams 12 Five Star Schools,2017/2018,School,MMR,Medical Exemption,0.14,38539
396,9212,Adams 12 Five Star Schools,2017/2018,School,MMR,Non-Medical Exemption,1.97,38539
397,9212,Adams 12 Five Star Schools,2017/2018,School,Polio,Fully Immunized,97.31,38539
398,9212,Adams 12 Five Star Schools,2017/2018,School,Polio,In Process,0.11,38539
399,9212,Adams 12 Five Star Schools,2017/2018,School,Polio,IncompleteRecordCount,0.49,38539
400,9212,Adams 12 Five Star Schools,2017/2018,School,Polio,Medical Exemption,0.08,38539
401,9212,Adams 12 Five Star Schools,2017/2018,School,Polio,Non-Medical Exemption,1.94,38539
402,9212,Adams 12 Five Star Schools,2017/2018,School,Tdap,Fully Immunized,84.61,24049
403,9212,Adams 12 Five Star Schools,2017/2018,School,Tdap,In Process,0.05,24049
404,9212,Adams 12 Five Star Schools,2017/2018,School,Tdap,IncompleteRecordCount,1.43,24049
405,9212,Adams 12 Five Star Schools,2017/2018,School,Tdap,Medical Exemption,0.11,24049
406,9212,Adams 12 Five Star Schools,2017/2018,School,Tdap,Non-Medical Exemption,1.82,24049
407,9212,Adams 12 Five Star Schools,2017/2018,School,Varicella,Fully Immunized,96.74,38539
408,9212,Adams 12 Five Star Schools,2017/2018,School,Varicella,In Process,0.11,38539
409,9212,Adams 12 Five Star Schools,2017/2018,School,Varicella,IncompleteRecordCount,0.66,38539
410,9212,Adams 12 Five Star Schools,2017/2018,School,Varicella,Medical Exemption,0.14,38539
411,9212,Adams 12 Five Star Schools,2017/2018,School,Varicella,Non-Medical Exemption,2.24,38539
412,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,,Summary Compliant,96.84,2661
413,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,DTaP,Fully Immunized,92.93,2661
414,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,DTaP,In Process,0.41,2661
415,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,DTaP,IncompleteRecordCount,2.59,2661
416,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,DTaP,Medical Exemption,0.08,2661
417,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,DTaP,Non-Medical Exemption,3.91,2661
418,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,HepB,Fully Immunized,95.23,2661
419,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,HepB,In Process,0.11,2661
420,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,HepB,IncompleteRecordCount,1.16,2661
421,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,HepB,Medical Exemption,0.08,2661
422,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,HepB,Non-Medical Exemption,3.38,2661
423,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,MMR,Fully Immunized,93.39,2661
424,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,MMR,In Process,0.11,2661
425,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,MMR,IncompleteRecordCount,2.52,2661
426,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,MMR,Medical Exemption,0.08,2661
427,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,MMR,Non-Medical Exemption,3.83,2661
428,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Polio,Fully Immunized,92.63,2661
429,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Polio,In Process,0.34,2661
430,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Polio,IncompleteRecordCount,2.86,2661
431,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Polio,Medical Exemption,0.08,2661
432,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Polio,Non-Medical Exemption,4.02,2661
433,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Varicella,Fully Immunized,92.26,2661
434,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Varicella,In Process,0.26,2661
435,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Varicella,IncompleteRecordCount,2.97,2661
436,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Varicella,Medical Exemption,0.08,2661
437,9212,Adams 12 Five Star Schools,2018/2019,Kindergarten,Varicella,Non-Medical Exemption,4.36,2661
438,9212,Adams 12 Five Star Schools,2018/2019,School,,Summary Compliant,97.77,37700
439,9212,Adams 12 Five Star Schools,2018/2019,School,DTaP,Fully Immunized,97.35,37700
440,9212,Adams 12 Five Star Schools,2018/2019,School,DTaP,In Process,0.12,37700
441,9212,Adams 12 Five Star Schools,2018/2019,School,DTaP,IncompleteRecordCount,0.65,37700
442,9212,Adams 12 Five Star Schools,2018/2019,School,DTaP,Medical Exemption,0.1,37700
443,9212,Adams 12 Five Star Schools,2018/2019,School,DTaP,Non-Medical Exemption,1.71,37700
444,9212,Adams 12 Five Star Schools,2018/2019,School,HepB,Fully Immunized,97.62,37700
445,9212,Adams 12 Five Star Schools,2018/2019,School,HepB,In Process,0.06,37700
446,9212,Adams 12 Five Star Schools,2018/2019,School,HepB,IncompleteRecordCount,0.44,37700
447,9212,Adams 12 Five Star Schools,2018/2019,School,HepB,Medical Exemption,0.09,37700
448,9212,Adams 12 Five Star Schools,2018/2019,School,HepB,Non-Medical Exemption,1.7,37700
449,9212,Adams 12 Five Star Schools,2018/2019,School,MMR,Fully Immunized,97.4,37700
450,9212,Adams 12 Five Star Schools,2018/2019,School,MMR,In Process,0.03,37700
451,9212,Adams 12 Five Star Schools,2018/2019,School,MMR,IncompleteRecordCount,0.58,37700
452,9212,Adams 12 Five Star Schools,2018/2019,School,MMR,Medical Exemption,0.13,37700
453,9212,Adams 12 Five Star Schools,2018/2019,School,MMR,Non-Medical Exemption,1.79,37700
454,9212,Adams 12 Five Star Schools,2018/2019,School,Polio,Fully Immunized,97.24,37700
455,9212,Adams 12 Five Star Schools,2018/2019,School,Polio,In Process,0.1,37700
456,9212,Adams 12 Five Star Schools,2018/2019,School,Polio,IncompleteRecordCount,0.62,37700
457,9212,Adams 12 Five Star Schools,2018/2019,School,Polio,Medical Exemption,0.09,37700
458,9212,Adams 12 Five Star Schools,2018/2019,School,Polio,Non-Medical Exemption,1.81,37700
459,9212,Adams 12 Five Star Schools,2018/2019,School,Tdap,Fully Immunized,83.19,23651
460,9212,Adams 12 Five Star Schools,2018/2019,School,Tdap,IncompleteRecordCount,1.81,23651
461,9212,Adams 12 Five Star Schools,2018/2019,School,Tdap,Medical Exemption,0.08,23651
462,9212,Adams 12 Five Star Schools,2018/2019,School,Tdap,Non-Medical Exemption,1.67,23651
463,9212,Adams 12 Five Star Schools,2018/2019,School,Varicella,Fully Immunized,96.91,37700
464,9212,Adams 12 Five Star Schools,2018/2019,School,Varicella,In Process,0.15,37700
465,9212,Adams 12 Five Star Schools,2018/2019,School,Varicella,IncompleteRecordCount,0.74,37700
466,9212,Adams 12 Five Star Schools,2018/2019,School,Varicella,Medical Exemption,0.12,37700
467,9212,Adams 12 Five Star Schools,2018/2019,School,Varicella,Non-Medical Exemption,2.01,37700
468,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,,Summary Compliant,98.15,2644
469,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,DTaP,Fully Immunized,94.52,2644
470,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,DTaP,In Process,0.53,2644
471,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,DTaP,IncompleteRecordCount,1.36,2644
472,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,DTaP,Medical Exemption,0.08,2644
473,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,DTaP,Non-Medical Exemption,3.48,2644
474,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,HepB,Fully Immunized,96.22,2644
475,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,HepB,In Process,0.11,2644
476,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,HepB,IncompleteRecordCount,0.68,2644
477,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,HepB,Medical Exemption,0.04,2644
478,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,HepB,Non-Medical Exemption,2.91,2644
479,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,MMR,Fully Immunized,94.93,2644
480,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,MMR,In Process,0.23,2644
481,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,MMR,IncompleteRecordCount,1.02,2644
482,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,MMR,Medical Exemption,0.19,2644
483,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,MMR,Non-Medical Exemption,3.59,2644
484,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Polio,Fully Immunized,94.78,2644
485,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Polio,In Process,0.49,2644
486,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Polio,IncompleteRecordCount,1.1,2644
487,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Polio,Medical Exemption,0.08,2644
488,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Polio,Non-Medical Exemption,3.52,2644
489,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Varicella,Fully Immunized,94.21,2644
490,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Varicella,In Process,0.61,2644
491,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Varicella,IncompleteRecordCount,1.13,2644
492,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Varicella,Medical Exemption,0.19,2644
493,9212,Adams 12 Five Star Schools,2019/2020,Kindergarten,Varicella,Non-Medical Exemption,3.82,2644
494,9212,Adams 12 Five Star Schools,2019/2020,School,,Summary Compliant,98.4,38613
495,9212,Adams 12 Five Star Schools,2019/2020,School,DTaP,Fully Immunized,97.06,38613
496,9212,Adams 12 Five Star Schools,2019/2020,School,DTaP,In Process,0.14,38613
497,9212,Adams 12 Five Star Schools,2019/2020,School,DTaP,IncompleteRecordCount,0.57,38613
498,9212,Adams 12 Five Star Schools,2019/2020,School,DTaP,Medical Exemption,0.11,38613
499,9212,Adams 12 Five Star Schools,2019/2020,School,DTaP,Non-Medical Exemption,2.01,38613
500,9212,Adams 12 Five Star Schools,2019/2020,School,HepB,Fully Immunized,97.34,38613
501,9212,Adams 12 Five Star Schools,2019/2020,School,HepB,In Process,0.05,38613
502,9212,Adams 12 Five Star Schools,2019/2020,School,HepB,IncompleteRecordCount,0.46,38613
503,9212,Adams 12 Five Star Schools,2019/2020,School,HepB,Medical Exemption,0.1,38613
504,9212,Adams 12 Five Star Schools,2019/2020,School,HepB,Non-Medical Exemption,1.97,38613
505,9212,Adams 12 Five Star Schools,2019/2020,School,MMR,Fully Immunized,97.09,38613
506,9212,Adams 12 Five Star Schools,2019/2020,School,MMR,In Process,0.03,38613
507,9212,Adams 12 Five Star Schools,2019/2020,School,MMR,IncompleteRecordCount,0.5,38613
508,9212,Adams 12 Five Star Schools,2019/2020,School,MMR,Medical Exemption,0.15,38613
509,9212,Adams 12 Five Star Schools,2019/2020,School,MMR,Non-Medical Exemption,2.12,38613
510,9212,Adams 12 Five Star Schools,2019/2020,School,Polio,Fully Immunized,96.96,38613
511,9212,Adams 12 Five Star Schools,2019/2020,School,Polio,In Process,0.12,38613
512,9212,Adams 12 Five Star Schools,2019/2020,School,Polio,IncompleteRecordCount,0.62,38613
513,9212,Adams 12 Five Star Schools,2019/2020,School,Polio,Medical Exemption,0.1,38613
514,9212,Adams 12 Five Star Schools,2019/2020,School,Polio,Non-Medical Exemption,2.09,38613
515,9212,Adams 12 Five Star Schools,2019/2020,School,Tdap,Fully Immunized,82.02,25338
516,9212,Adams 12 Five Star Schools,2019/2020,School,Tdap,In Process,0.04,25338
517,9212,Adams 12 Five Star Schools,2019/2020,School,Tdap,IncompleteRecordCount,1.01,25338
518,9212,Adams 12 Five Star Schools,2019/2020,School,Tdap,Medical Exemption,0.11,25338
519,9212,Adams 12 Five Star Schools,2019/2020,School,Tdap,Non-Medical Exemption,2.15,25338
520,9212,Adams 12 Five Star Schools,2019/2020,School,Varicella,Fully Immunized,96.58,38613
521,9212,Adams 12 Five Star Schools,2019/2020,School,Varicella,In Process,0.17,38613
522,9212,Adams 12 Five Star Schools,2019/2020,School,Varicella,IncompleteRecordCount,0.64,38613
523,9212,Adams 12 Five Star Schools,2019/2020,School,Varicella,Medical Exemption,0.14,38613
524,9212,Adams 12 Five Star Schools,2019/2020,School,Varicella,Non-Medical Exemption,2.34,38613
525,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,,Summary Compliant,96.46,2372
526,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,DTaP,Fully Immunized,93.13,2372
527,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,DTaP,In Process,0.63,2372
528,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,DTaP,IncompleteRecordCount,2.49,2372
529,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,DTaP,Medical Exemption,0.13,2372
530,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,DTaP,Non-Medical Exemption,3.33,2372
531,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,HepB,Fully Immunized,96.04,2372
532,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,HepB,IncompleteRecordCount,0.84,2372
533,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,HepB,Medical Exemption,0.13,2372
534,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,HepB,Non-Medical Exemption,2.7,2372
535,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,MMR,Fully Immunized,93.84,2372
536,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,MMR,IncompleteRecordCount,2.74,2372
537,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,MMR,Medical Exemption,0.17,2372
538,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,MMR,Non-Medical Exemption,2.95,2372
539,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Polio,Fully Immunized,93.63,2372
540,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Polio,In Process,0.21,2372
541,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Polio,IncompleteRecordCount,2.49,2372
542,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Polio,Medical Exemption,0.17,2372
543,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Polio,Non-Medical Exemption,3.2,2372
544,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Varicella,Fully Immunized,93.51,2372
545,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Varicella,In Process,0.25,2372
546,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Varicella,IncompleteRecordCount,2.66,2372
547,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Varicella,Medical Exemption,0.21,2372
548,9212,Adams 12 Five Star Schools,2020/2021,Kindergarten,Varicella,Non-Medical Exemption,3.08,2372
549,9212,Adams 12 Five Star Schools,2020/2021,School,,Summary Compliant,97.89,37237
550,9212,Adams 12 Five Star Schools,2020/2021,School,DTaP,Fully Immunized,96.94,37237
551,9212,Adams 12 Five Star Schools,2020/2021,School,DTaP,In Process,0.08,37237
552,9212,Adams 12 Five Star Schools,2020/2021,School,DTaP,IncompleteRecordCount,0.78,37237
553,9212,Adams 12 Five Star Schools,2020/2021,School,DTaP,Medical Exemption,0.09,37237
554,9212,Adams 12 Five Star Schools,2020/2021,School,DTaP,Non-Medical Exemption,1.93,37237
555,9212,Adams 12 Five Star Schools,2020/2021,School,HepB,Fully Immunized,97.37,37237
556,9212,Adams 12 Five Star Schools,2020/2021,School,HepB,IncompleteRecordCount,0.51,37237
557,9212,Adams 12 Five Star Schools,2020/2021,School,HepB,Medical Exemption,0.07,37237
558,9212,Adams 12 Five Star Schools,2020/2021,School,HepB,Non-Medical Exemption,1.86,37237
559,9212,Adams 12 Five Star Schools,2020/2021,School,MMR,Fully Immunized,97.11,37237
560,9212,Adams 12 Five Star Schools,2020/2021,School,MMR,In Process,0.01,37237
561,9212,Adams 12 Five Star Schools,2020/2021,School,MMR,IncompleteRecordCount,0.73,37237
562,9212,Adams 12 Five Star Schools,2020/2021,School,MMR,Medical Exemption,0.13,37237
